Run,A.util,A.cost,B.util,B.cost,C.util,C.cost,D.util,D.cost,E.util,E.cost,F.util,F.cost
,43.42122567,716.0745941,47.14020111,1083.664131,41.26525624,656.9325634,39.6116962,787.7721452,45.51912652,749.8527724,46.46958175,941.5172588
,43.6560721,720.3842558,47.19667743,1071.990772,41.22461461,662.8404131,39.62221245,793.7975682,45.6429453,748.7019204,46.34020831,948.6323543
,44.12220094,701.5839423,47.11611528,1098.686313,41.41278285,659.8997845,39.65263704,817.016374,45.93859332,744.7437355,45.94900616,991.8220153
,44.55745903,687.4125312,47.15190037,1104.573115,41.39768083,693.1019043,39.60141359,818.9315811,45.7736094,777.1408182,46.5524522,966.1906272
,44.4030197,665.4880762,47.34769701,1067.080463,41.94667702,643.6518695,39.69513637,799.2490515,45.97288789,734.9342152,46.62882302,943.0406447
,43.55327875,725.4680931,46.86017003,1139.530084,40.45650242,694.0374289,39.98355975,785.5303991,45.47097462,769.2532976,46.60263755,945.6162427
,43.79810301,695.9880821,46.59990133,1157.474652,41.08508734,664.6438913,39.34544451,804.6574122,45.59412142,754.1233103,46.14155814,966.3202108
,44.49441089,650.5333899,47.33157846,1078.064445,41.26726157,673.0645378,39.46878202,793.3002998,45.65493582,758.4532064,46.47931622,951.7591836
,44.23945174,667.9407178,47.19320499,1110.280699,41.53652026,645.5010545,39.19441588,805.3262417,45.99270304,730.1928398,46.34807773,961.0231718
,44.34214946,680.6688808,47.52878743,1075.987242,41.82377398,643.0289339,39.56062307,799.5392789,46.24869771,722.9909612,47.02593682,930.2286475
,43.70838522,712.3138886,46.94436759,1135.440655,41.74800824,639.9441414,39.49872915,794.0358149,45.96894552,732.0170364,46.38464055,958.9820622
,44.16385643,718.0745778,47.57452381,1082.786677,41.20775758,671.7361994,40.12564749,790.9953953,46.19868709,738.0653555,47.11147504,931.9192093
,44.08661398,687.3077242,46.89907212,1124.125066,41.10317577,667.8442952,38.75559665,809.6140303,45.665842,753.249599,46.35759955,955.8777028
,43.9825251,697.1423661,46.86663328,1116.596514,40.99798386,672.0709513,38.88050943,828.7626133,45.72328059,754.695977,46.37956645,956.5595152
,43.73328543,703.4609977,47.04286565,1079.209385,41.03655646,674.9807545,38.74048557,822.4430649,45.37436319,765.9064992,46.21763869,954.5274704
,44.06972946,671.3088494,47.1746154,1075.230547,42.09637841,609.2957627,39.91267503,783.6454274,46.28406289,700.7324145,46.16656725,959.2457313
,44.20807496,660.7323319,46.67895768,1143.708395,41.20965098,674.4551676,39.33792686,811.3174025,45.27284976,778.129998,46.26060194,959.4077889
,44.38473855,662.1941196,47.11723462,1094.062057,41.06483182,676.8315725,39.45775131,816.3267165,45.62699244,760.8519099,46.31939091,962.0817637
,43.91194669,678.5073752,46.75834164,1117.582622,41.74703492,646.625983,39.43094815,797.5084903,45.53073394,751.9879041,45.96084932,967.1814418
,44.45745239,638.5119737,47.33859873,1089.757467,41.43457938,649.2259721,39.49601862,787.0984569,45.88549176,730.6796064,46.69852725,934.4546702
,43.91410693,684.0456372,47.25726355,1082.543908,41.39236613,650.5845297,38.42627779,817.9730292,45.87066708,733.6077223,46.46760676,948.6892569
,44.23627205,660.4945188,47.21074652,1088.994702,41.52799629,639.0211178,40.20022176,782.3354267,46.04706122,723.1023884,46.54944695,945.4009132
,44.08518763,686.732288,47.45657058,1055.103822,42.03280427,647.7041772,39.32933227,804.9686391,45.79770632,747.2876741,46.94766263,926.4197372
,44.29033412,653.3965776,47.47149181,1072.83713,41.48018124,646.8191683,39.48396895,801.9341063,45.99313736,725.3267457,46.84271671,930.9163354
,44.17920406,674.9234611,47.03575112,1113.570786,41.57524308,642.0039455,39.17549486,795.9099146,45.98950396,731.074623,46.4079963,955.156378
,44.038826,777.8030962,46.98113697,1158.83303,41.06531991,732.41539,39.26671161,844.7077395,45.75301484,810.461689,46.05379862,1032.025606
,44.16004984,676.0872727,47.1370997,1103.799342,41.20381175,676.8843355,39.19054303,808.9260418,45.482983,769.0396696,46.44948873,954.4682117
,43.98337868,704.6451844,46.91174005,1127.580103,40.94121561,692.3768713,39.267402,819.2585933,45.48812629,780.3403274,46.13563241,982.9671517
,44.20056043,643.1682367,46.86246817,1101.88025,41.28284522,630.3406732,39.38683686,797.7673073,45.95861116,715.3729407,46.3099989,943.292115
,43.69721508,712.3041662,47.00463313,1080.936569,41.22305135,656.2041057,39.54389293,803.5422186,45.68285426,744.5213326,46.17043435,956.0867207
,44.8670338,641.2116723,47.30959264,1119.240598,42.22428125,625.6376629,39.16259593,821.1892729,46.53081595,709.6852846,46.67776628,960.2548815
,43.399538,755.6309821,46.72073173,1146.547177,41.26628085,669.9910239,39.22857184,811.0555377,45.67262302,763.6085241,46.47081445,958.0673522
,44.87412366,613.9678556,47.41878118,1076.206412,41.16894185,675.6861381,38.66467017,813.0278515,45.68598454,754.2773199,46.23973786,967.7454919
,43.67042445,779.5595771,47.09118023,1126.948117,41.17808057,709.5217792,39.79122346,820.3266383,45.70200128,789.3008574,46.43528201,979.9983492
,44.2305823,667.2649603,47.19741204,1090.141042,41.3675545,666.1181507,39.42423179,807.8540844,45.66015777,754.9345207,46.48646856,950.3953003
,44.70775436,634.7479287,47.17499537,1093.558212,42.10495511,618.9601109,40.16735631,803.7773391,46.36586989,707.733958,46.4218988,958.7629005
,44.30089265,683.8407942,47.10051142,1106.304069,41.61724863,661.5602162,39.80687529,811.8075282,45.86039801,752.5320309,46.49483809,958.5844512
,44.32409757,656.1598052,47.24352259,1095.695585,42.27092643,617.3348319,38.9168693,808.9478457,46.22202916,713.3538869,46.69883102,941.3869749
,44.15529475,690.207056,46.77941002,1152.970236,41.41814082,671.2787733,39.03496717,808.2716259,45.72358088,762.6384772,45.90877947,996.0602018
,44.09676859,714.7868358,47.26028367,1090.798128,41.03762695,685.2528123,39.64517814,808.8380069,45.94258707,755.5408316,46.39805499,972.5859881
,44.42135995,647.7596265,47.37956176,1073.344486,41.69921791,636.1637434,38.97409597,800.7400497,46.16254294,715.122239,46.43812935,952.4330845
,44.71707212,657.9098281,47.4738273,1079.567564,41.65757068,655.453795,39.38823782,801.3052799,46.21987656,733.6693098,46.52835608,968.1743209
,44.11447727,706.8155265,47.04700284,1112.392212,41.40559066,675.9512112,39.56161983,808.8822063,45.78512014,763.698448,46.3804746,969.1542198
,43.64667565,737.1721646,47.23084039,1091.817266,41.62241667,642.3742899,39.1050742,820.2116991,46.12265725,723.4804489,46.45327543,955.5113285
,43.97312516,697.2107061,46.90598717,1115.312857,41.97545497,633.1999045,38.80557827,817.8611582,45.95825978,732.3579403,45.98758272,978.0826332
,43.94665952,738.767146,46.99188059,1111.515496,40.89243188,705.0435562,39.40411639,822.9041345,45.59108183,785.83181,45.8135106,1011.249217
,43.95511255,717.4063082,46.89985303,1114.555448,40.53464841,733.1948894,39.15711664,816.2509707,44.95111707,824.6451543,46.18078136,976.7955567
,43.92113481,707.0815928,47.23805646,1079.15861,41.46151645,668.4999514,38.8694442,817.5199679,45.61607203,761.537841,46.77088624,934.2161413
,44.21439988,662.6186822,47.06482675,1112.857929,42.25829153,618.2326382,39.26721523,798.3072946,46.10825268,719.7734808,46.50236324,949.3712163
,44.27616726,688.1298444,47.60128337,1059.027671,41.56738826,645.524452,40.19512509,787.6413003,46.18076913,720.7823064,46.75364981,939.2543857
,43.92283845,711.972476,47.41760851,1067.365889,42.00116544,643.7188517,39.29402125,798.2313818,45.96511895,736.2708032,46.72938096,938.4776977
,44.25972875,646.2436869,47.02539151,1111.743161,41.1957647,659.2045844,39.24372079,796.5452486,45.53995028,749.312833,46.36292104,946.6443136
,43.61934227,698.981151,46.91068598,1092.196005,40.68130396,682.2380695,39.18396816,807.2137577,45.13549525,774.8908712,46.05317939,958.1470879
,44.59298762,667.2896352,47.21818308,1086.29001,41.88978097,649.5063982,38.9930127,812.9220574,46.06387184,738.7117882,46.67606798,948.9223925
,44.31621198,661.6458126,46.93136635,1109.651367,41.27729544,660.2755392,39.40967979,805.9155787,45.63820294,753.2804404,46.31351319,956.2700351
,44.28643612,668.6922833,47.1013106,1093.462454,41.48194039,644.0694861,38.82893681,813.8988957,45.96703589,730.2722885,46.37975455,953.4718375
,44.42601428,661.4913493,47.08140015,1123.283971,42.02303954,640.6804285,40.01375402,787.9256963,45.99240006,735.8962128,46.08409171,982.0321512
,43.8740705,690.1167664,47.14199979,1083.966773,41.15243931,666.2726114,38.46137043,817.0743176,45.51956321,755.5178319,46.34886023,949.8923888
,44.10602621,698.2912747,47.25786419,1091.893068,40.91671389,706.5249574,38.83035222,818.8386182,45.36509708,791.2843243,46.23111723,976.406363
,43.83703073,727.3323597,47.1320833,1121.61475,41.39524026,669.3796652,39.49479165,812.6142834,45.86935824,751.1655118,46.31608503,973.0546679
,44.18328922,675.7725156,47.14880803,1085.758138,40.46945933,704.8969371,38.83577137,822.9170291,45.33970464,780.0206569,45.96797053,982.1481576
,43.75045923,695.3734898,47.22834684,1091.142916,41.55990806,642.6767302,39.79919694,793.2618764,45.94858004,728.3938926,46.30617941,958.1555524
,43.81192733,738.0390106,47.22124839,1090.575154,41.50814834,669.2578786,38.83318417,834.7276607,45.92235363,754.5849661,46.27765518,978.5511056
,43.83437391,714.1000907,46.99107854,1122.697622,41.16116213,674.7653647,39.0792096,814.2211772,45.68225264,760.3049847,46.07159565,981.4133121
,44.05571982,703.2925208,47.06257076,1115.364373,41.22553839,676.6051971,39.56847844,809.5851547,45.78586855,761.2193082,46.4805401,962.1114218
,44.13861868,697.8070113,46.76050452,1126.624737,40.97526442,702.5909406,39.57385268,808.8892977,45.3005994,796.7124619,45.88735126,993.8518921
,44.85048189,619.0795807,47.4773538,1066.565805,41.70834094,648.1640439,39.97142364,797.0681081,45.95325337,733.8367376,46.63227586,945.150795
,44.42069046,684.9534824,46.81826663,1174.781071,41.50208314,665.9583117,39.24052804,812.5104152,46.00060536,750.7263145,46.64230603,959.0775291
,44.1234632,689.5699858,47.26626751,1105.345069,40.8359321,685.0721461,39.78399729,785.9505159,45.76332961,758.673584,46.84055017,941.1408416
,44.01928826,702.4232913,46.85456756,1136.018173,41.05547923,683.4642774,39.56447419,817.2306632,45.64360046,769.5857467,46.04290181,987.3024245
,43.57311536,723.2061629,46.99833225,1098.418388,40.62743044,704.9334012,39.63336887,806.5934881,45.17312241,788.7306719,46.19577086,963.7822913
,44.10109264,679.2547407,47.10601695,1076.90603,41.52456083,650.8186839,39.48697271,813.9024874,45.73436468,743.983696,46.07037835,966.3005747
,44.00443037,709.973595,47.47890193,1059.836733,41.44044121,652.1959554,39.2267528,812.980234,46.1188917,727.2696751,46.66314498,945.4008323
,43.74952914,710.3514467,47.29043585,1084.933663,41.64941098,640.7626843,39.26131152,805.3365134,46.06407704,725.9122987,46.38489249,957.3248254
,44.69129542,615.5849909,47.04170401,1102.278564,40.9054195,665.6826655,39.32692985,803.8702112,45.67054017,745.9077654,46.48050492,945.9495872
,44.01240045,692.3002641,47.05981211,1116.481332,42.41833784,612.070277,38.91566612,809.499125,46.36900021,707.7708961,46.11517836,979.6723578
,44.51643295,644.4063817,47.18575972,1081.284863,41.09978236,679.701719,39.15419183,801.7007635,45.54177019,763.137441,46.15259235,969.1712232
,44.1735767,663.632534,47.36386153,1069.421319,41.39381062,641.7175546,39.26074121,804.3421973,46.12408419,716.3226217,46.80149712,929.238135
,44.40299516,667.6508984,47.08087154,1119.022891,41.30450661,673.9554116,38.91193083,811.4021783,45.68991808,762.6275986,46.7574371,943.0243031
,43.69015628,693.2527069,46.85171401,1103.125009,41.61805301,640.979504,39.07435546,807.6751222,45.63432007,741.69199,46.08304769,959.3370528
,44.31656164,683.5114042,47.17660443,1101.999326,40.8601972,715.7753435,39.59357181,813.3532213,45.343832,798.8042146,46.67407383,955.0365047
,43.5906387,729.2711373,46.81236213,1121.419919,41.65190312,651.3467659,38.23236588,838.5445938,45.84225697,747.0197715,46.32242577,961.0106185
,44.53558123,670.7202592,47.20581646,1098.724761,41.30137497,687.6717914,39.28580173,813.8789855,45.66511777,773.3966422,46.66680913,950.6479186
,43.77578198,702.3516988,47.37213688,1075.168357,42.03993694,620.6866587,39.95619629,781.4741265,46.28093326,706.3456765,46.76215518,933.5650926
,43.91023145,683.5923871,47.02362598,1102.51802,41.40347796,656.3227001,39.62969199,794.6290798,45.67867798,747.8062019,46.29763805,957.10046
,44.43743132,646.113461,47.16778277,1092.962963,41.75736604,640.4596052,40.04577427,808.6076371,45.89052071,735.5401006,46.497433,949.206963
,43.80953035,679.3184282,47.23588416,1076.690754,41.34713358,627.1210227,39.27660785,795.7077807,46.01767697,708.8499252,46.69422271,925.6931409
,44.2212877,680.6937219,47.47219958,1062.34691,41.82440652,631.8001422,39.44660007,808.4961485,46.18663226,715.2959676,46.77131112,933.4302059
,44.08319697,695.9236801,46.82749633,1138.925827,41.85166463,648.6954071,39.33081353,824.6843892,45.87619781,748.873792,46.02760078,983.8950834
,43.68243851,723.2125797,46.943036,1115.571792,41.63477943,649.6105227,39.59151842,792.894393,45.86071656,743.6627006,46.09971572,974.1750709
,43.85763129,704.3996678,47.23597872,1096.424982,41.10605299,671.8658377,39.49269238,796.5093546,45.76937483,752.3476412,46.4172555,959.5953441
,44.63952677,626.9117156,47.24651294,1065.172582,41.27617247,660.3676693,39.13612512,796.997956,45.54740336,752.4292531,46.31818666,949.4263832
,44.41199958,660.5010295,47.31621967,1079.831955,42.04051072,632.4132428,38.75664681,810.9178677,46.16665059,721.3017088,46.50850004,951.2701236
,43.6416526,735.3664305,47.11534344,1102.375503,41.05634301,691.7464184,39.72319502,812.8956191,45.59708515,773.7937866,46.56695769,954.883755
,43.80547932,696.5346435,47.02099544,1101.855801,40.57833399,687.3227066,39.26648058,789.5122995,45.37362524,768.1469193,45.99464649,971.2966337
,43.90130478,683.7290918,47.14195,1101.871018,42.14359204,614.8588398,39.74117006,791.5164205,46.18015054,710.0486884,46.51047419,945.0366862
,44.51500235,628.8155082,47.39001528,1063.480785,41.59698495,646.6652848,39.89486937,781.6674046,45.73792711,737.3576566,46.61719339,936.3527009
,43.66912824,713.1475892,46.87440137,1118.216671,41.2011842,666.5892217,39.36633305,803.5983349,45.68905006,754.1218069,46.12150049,972.9354034
,43.587466,714.0874629,46.90573352,1115.778036,41.66178007,641.9880305,38.08512596,822.941944,45.90562661,734.1123618,46.15366124,966.0713968
,44.27989294,667.7967985,46.86980563,1127.305976,41.54410031,658.6475476,38.85963736,808.3686213,45.69575772,756.6381301,46.21943899,967.3394368
,44.22287379,657.9313399,47.1510834,1085.256941,40.6820394,690.1542921,39.68413104,786.942244,45.26901575,773.058253,46.36987094,949.3555735
,43.98289971,661.0991468,47.05686003,1078.079256,41.56840272,639.287489,39.56633984,800.8836117,45.67996566,734.1497598,46.31308756,943.802464
,44.01899307,704.9698993,47.08990483,1103.371847,41.20186332,677.9903666,39.25775919,808.9729748,45.64721757,765.7384894,46.5119142,955.0367381
,44.21276642,680.2706293,47.21729752,1083.06884,40.7156222,698.3039668,38.74051222,822.3266121,45.35971176,780.5709297,46.2562569,964.5142115
,44.11167185,727.9014183,47.23478628,1109.620529,41.10901869,720.2824314,39.11405716,842.0004258,45.5367969,803.1985869,46.64538544,967.3738468
,44.23701642,692.9327869,47.26614801,1074.879396,41.29898683,676.8870368,39.2013121,825.5787063,45.82988642,757.8642186,46.55091426,958.4584743
,43.44038673,726.0363709,47.33039073,1074.31964,41.77908329,627.8201483,39.25076973,788.8320856,46.11928582,712.9031227,46.51306455,943.494668
,43.70523919,726.97809,46.91388192,1138.597946,40.56417495,701.1840788,38.72078516,810.8240405,45.51439104,776.9423036,46.53292024,955.2160588
,44.58214432,648.0165165,47.25083364,1070.385206,41.95293491,648.1559495,38.80471447,817.4741939,45.79067407,747.1400184,46.48477404,948.5608354
,44.45004884,639.2538103,47.00386197,1105.716184,41.63921733,629.8618907,39.17425518,805.1595593,46.1300412,714.9753276,46.60454541,939.533401
,43.4869277,772.3148709,46.99894677,1111.164572,41.27044569,675.5280209,39.44862578,808.2360674,45.78537183,761.1164412,46.61873976,950.3978317
,44.00129125,663.6016491,47.27538488,1076.444959,41.21624799,651.5776352,38.82770992,807.2788197,45.68080577,736.8679486,46.61418675,932.2999455
,43.95883103,716.1748363,47.60175974,1061.781628,41.93339698,630.8893189,40.52486765,784.3029987,46.55785128,702.7249072,46.73723115,950.1064409
,43.21805885,765.02543,47.08036736,1098.518195,41.62606646,649.8526778,39.31715285,800.2167828,45.87052754,741.6007388,46.52305783,948.3146474
,44.89148144,652.0568037,46.902755,1155.978147,41.05530557,707.0218585,39.70409095,827.1558652,45.59994443,792.2049378,46.57004294,968.8806911
,43.66778566,753.0165479,47.21821841,1113.109784,41.42270019,677.7510158,40.3895894,790.0290129,45.83868131,764.974653,46.7675659,950.2587541
,44.47565125,674.1882327,47.34357755,1082.400238,41.32093382,688.4444088,39.14611631,818.8562256,45.74196574,771.6850802,46.37691767,977.9838247
,43.60203126,738.1430659,47.24535259,1098.638889,41.09905665,671.9792466,39.59513152,806.3028563,45.86579765,749.1158709,46.58163292,953.3804659
,44.7355401,662.5200031,47.08303327,1158.987266,41.8554101,650.8114824,39.64195529,800.1585398,46.33567872,734.0294196,46.98549582,949.257355
,44.07111609,707.6920147,47.11588228,1120.27681,41.53383383,656.0809786,39.0393199,825.3678946,46.15657618,735.226985,46.90228238,938.9353691
,43.2365225,778.9304621,46.9703125,1130.805639,40.98274579,686.9500766,38.40556531,838.6781559,45.6018812,772.8194271,46.26054486,974.5326963
,44.0785695,710.5341779,47.09938413,1090.343101,41.15783288,689.2299197,39.34153519,810.3706368,45.56275498,774.5910969,46.50212228,952.6694595
,43.57833185,707.6100669,46.97839272,1114.413945,41.79178307,634.0839327,38.92183556,804.7978686,46.01608563,725.1361428,46.27084832,960.9164903
,43.26511113,783.3669738,46.95682122,1147.652834,41.13339219,692.1077028,39.30501547,807.5227684,45.65716535,779.6956764,46.38237212,976.2034446
,43.87390538,702.3206894,47.10141634,1089.36944,41.77288731,652.9676244,38.91828226,814.6890378,45.77106552,748.1771686,46.13073359,970.0860163
,44.47061408,647.1532459,47.36677968,1073.944242,41.6858084,650.337365,39.04738118,804.9411433,45.83464063,741.0504687,46.31755894,960.5328366
,44.53295401,661.963369,47.2120074,1081.737603,41.38054748,676.9555203,38.70037218,822.6672478,45.69945444,763.6914628,46.1727034,977.1765072
,44.13599109,654.7664191,47.20968036,1071.800422,41.05736733,645.8006229,38.46312307,818.2218638,45.86738738,722.8721908,46.4467534,938.2264674
,44.69161533,619.1358558,47.20595405,1088.195452,41.3652381,643.599461,39.7963152,797.3991349,46.05338911,720.1221601,46.11871159,967.149698
,43.76656596,705.5973845,47.18375721,1088.97596,39.79495642,733.9229976,40.0616476,789.49959,44.99869889,802.9202415,46.82340111,928.2653792
,43.37655997,786.3012423,46.8874672,1159.163834,41.31721845,684.9679702,39.126879,823.3719148,45.86770154,768.3217125,46.13475751,998.0657269
,44.87790505,649.5211297,47.31934023,1117.504485,41.28258849,687.5398309,39.79280673,796.6464883,45.93351372,762.9913364,47.10090752,934.9399238
,44.56293556,665.5940926,47.218343,1106.87119,41.50276134,660.6564472,39.24929002,828.3523304,46.09077369,738.3294011,46.80871633,942.1314159
,44.23232669,660.8760922,47.25829793,1073.02791,41.98316248,617.2202918,39.49896394,801.1506194,46.32710059,701.3996958,46.40485455,950.1089997
,45.08384393,573.9791517,47.38490003,1084.703313,42.23942408,599.8897466,38.58150103,793.0278713,46.45416532,686.7320741,46.52780062,942.3951677
,43.89066095,737.3806775,47.17412665,1117.386897,41.85834882,660.4526816,39.34333719,805.1881146,46.12731868,746.325309,46.58738969,966.7621693
,43.75886683,722.9255414,47.05667733,1116.898576,41.66769464,647.3471036,39.72290363,798.3169724,46.04768612,734.6597053,46.31217331,967.7541587
,43.87357196,746.8212804,47.27259578,1090.267998,41.54066466,678.0042794,39.59820242,815.3146243,45.91876666,760.3527917,46.64566432,956.2218842
,44.45829027,660.2395668,47.03165813,1113.883935,41.25888191,670.3139375,39.67587237,812.0891127,45.68630489,757.9682488,46.48278895,955.0640785
,44.32854985,650.6549661,47.06299278,1085.791234,41.90348467,626.4221906,39.59143081,792.1081804,45.88593539,725.105936,46.27531282,949.3065893
,44.07221486,687.223543,47.08466506,1105.578898,40.57711529,694.8047231,38.51122273,827.0154167,45.52555387,767.7176742,46.44195872,954.5151587
,44.69135752,649.6844032,47.42114141,1064.0553,41.73879988,652.5630341,39.78087563,813.2284709,46.09431451,735.2781303,46.8098984,938.566387
,43.37656827,720.5432607,47.05941172,1085.435015,40.98484601,666.7246939,40.13658712,782.1520544,45.4995081,753.8235953,46.09045249,960.9859496
,44.72368827,605.0344155,47.11256592,1093.123724,41.61134131,638.3863048,39.20689703,804.7224174,45.7597153,732.7099194,46.53546662,939.1026984
,44.95060288,601.7547521,47.12728114,1113.531581,41.27340074,668.0435604,38.95030449,808.1416946,45.63761998,754.3487518,46.68494534,938.3738808
,43.82987949,706.2195039,47.18362072,1077.929932,41.4466066,645.6951242,39.27280907,809.7909233,46.04525375,725.3406152,46.62874185,938.833514
,44.2626464,664.458014,47.29424823,1071.896149,41.73084822,635.9881707,39.81625072,780.9196546,45.99618431,725.0081222,46.76829311,930.7367359
,44.61588804,634.9038886,47.14584748,1120.358267,41.22934558,664.2138125,38.61853678,803.2849978,45.72377684,747.3902837,46.88960014,928.989682
,43.84703388,701.2203892,46.80244602,1126.418146,40.62512606,702.822745,39.29850686,825.4114327,45.19155258,791.3751468,46.24333294,963.6318669
,44.21853172,659.9033022,47.31608273,1065.689995,41.043265,675.745171,39.96353397,791.0765897,45.49966449,757.5211547,46.75172441,927.9992468
,44.15148021,660.384214,47.24752468,1093.482554,42.03866965,620.5082085,39.64570138,792.5832449,46.16966229,712.0530154,46.29698017,959.1557559
,44.18807547,648.1763824,47.12654255,1087.925758,41.84625,624.1355707,39.60057322,776.5212077,45.94247032,717.4356037,46.32611695,946.4798364
,43.90388127,723.4462664,47.33333767,1073.518734,41.55580158,653.0325985,38.4742239,828.91104,46.06361363,734.4093814,46.52327666,954.2542538
,44.42558698,650.4271955,47.29660564,1081.501725,41.36002201,672.7647291,39.32371303,812.7491646,45.5331778,763.7501727,46.35275746,960.5122414
,44.82200417,677.0293101,47.5926165,1086.191917,41.53385104,687.5134437,38.75987492,830.3853527,46.14617898,760.648251,46.98128135,953.4393423
,44.35115484,673.0123822,47.2873025,1066.878815,40.88907571,691.8911764,39.106793,792.4765605,45.4531347,772.1184925,46.705379,933.0834137
,43.8742002,698.1573099,46.75327006,1159.851541,41.33880058,659.015782,39.45441958,793.2063971,45.69777047,749.676864,46.19174202,965.7685409
,44.46770225,672.2254388,47.18663239,1090.709058,40.9607433,686.117059,39.3775409,810.9491127,45.70421712,765.8010207,46.41009571,963.8804139
,43.70173363,722.3797345,46.8780083,1121.743829,41.41048994,676.4512142,38.24594829,837.6102938,45.48313624,774.4920037,46.36990351,960.6911171
,43.90991241,730.2150122,47.34868467,1081.944544,42.25046716,620.5951397,39.85260473,805.287291,46.53654998,704.3412811,46.3401424,975.506949
,44.34629883,655.0914995,47.27425318,1072.813806,40.65734478,683.2918002,39.29475113,790.7047069,45.51168898,758.5249566,46.76121041,928.2111543
,44.49412008,697.5255539,47.26591535,1132.034204,40.97323283,697.2872287,39.83478143,801.6865129,45.9469981,767.3079961,46.86707675,954.3186014
,44.34739135,699.6991056,47.33200454,1086.688985,41.01891125,710.2651115,39.07414024,832.2934026,45.52722354,792.214591,46.42033758,973.1912294
,43.72952416,727.4272205,47.15991992,1105.608047,41.58144037,650.6308963,39.91312216,807.8627244,46.14213475,730.7069493,46.55074355,954.5644984
,43.68712879,717.4968414,47.21668883,1102.573246,42.33686358,617.4462943,39.67045854,793.3254533,46.23319089,711.9299633,46.15932048,972.2533892
,43.80758509,690.5491484,47.21695992,1071.200912,41.73472084,638.6410698,39.6664365,796.6281758,45.84551081,730.9086627,46.34760831,948.8785153
,43.93110589,682.6987596,46.88831129,1103.823558,41.12653953,662.1042548,38.42514794,824.0064751,45.49544499,756.0760161,46.44584763,943.6738378
,44.35820993,680.1147407,46.63663788,1172.975916,41.50333,670.2518439,39.42135918,807.871039,45.6744621,768.793088,46.15285867,982.382698
,44.65872977,626.480723,47.29239098,1088.189091,41.98737515,626.2193527,38.73155642,807.0206259,46.14874105,716.0803617,46.51085042,949.6977346
,44.2587114,673.3424328,47.32909372,1090.810657,42.01915297,642.1382825,39.42946161,804.969908,45.97291121,733.3268143,46.76165577,936.4987748
,43.91349443,721.0214514,46.77936504,1145.068596,40.49766443,737.8448415,39.21803074,815.6041162,44.94339109,829.2694948,45.87633763,1002.134541
,44.63662478,656.2363276,47.04376776,1118.69171,41.94341943,651.0090834,38.34440181,858.3514118,45.95176847,748.4853259,46.31553696,972.1035837
,44.42268861,676.3656032,46.93234348,1124.0781,41.20261071,692.5479095,38.76359563,831.1858391,45.45118592,786.7964017,46.30617131,972.7359645
,44.41571821,646.792899,46.76786816,1157.499383,41.78274691,631.3441958,38.70821955,817.4776342,46.06822247,723.5388583,46.52783627,948.6730117
,43.99334759,685.3664777,47.25087455,1095.613703,41.89809386,627.4210167,38.95716144,799.9580351,46.10414772,718.2126049,46.58664939,945.0354351
,43.82253249,720.3468129,47.07542553,1088.629514,40.64735141,699.6260921,39.88246996,808.5326772,45.41046451,778.7710535,46.1620329,969.1810447
,42.99858904,789.5594636,47.10145112,1102.249135,42.06605002,641.9319829,39.26408554,810.5407375,45.94099975,739.1939877,46.43499288,956.6140186
,44.07363287,708.9460964,47.16361661,1072.155849,41.83311149,652.3486065,39.84323834,802.7045747,45.8662813,747.7629889,45.9875374,981.6760632
,44.58887437,732.1990731,47.30436098,1099.487968,41.18387646,727.3669718,40.01622322,845.0810054,45.89925094,800.7464476,46.17689741,1024.31679
,44.05895696,682.2691882,47.26808348,1084.21137,41.38672437,648.1108155,39.71305661,796.6047794,45.9793375,728.8817914,46.43393419,951.6453413
,43.51709807,746.1782437,46.60930033,1165.251698,41.26270584,675.2216081,39.67129741,807.6169485,45.60745757,769.841,46.28581248,969.4696608
,44.66996984,670.0410032,47.09256166,1120.832733,42.14685123,659.3258185,39.44201807,826.2845724,45.95955436,759.5594277,46.10791566,995.8590624
,44.2727041,684.8255878,47.2766912,1107.057997,40.63909533,712.6826737,38.74667368,821.1668689,45.42077326,787.6573681,46.58534108,956.6393747
,43.6050484,712.141242,47.03613177,1086.163048,41.65517811,642.1295574,39.43783193,793.9338246,45.60552338,746.1517875,46.42962501,941.9790559
,44.40219795,649.0282323,47.21579114,1080.084329,41.76859631,631.2726137,38.94660873,799.3545934,46.04626451,721.1326986,46.73522413,931.1249438
,44.5290376,674.9641939,47.23452735,1130.789707,41.73146508,662.4879182,40.25108686,799.3807679,46.01481427,750.4307603,46.78492122,955.6661928
,43.65266095,740.0350609,47.25761328,1086.646056,41.0527859,698.5131485,39.51388619,805.6733924,45.44442859,783.3364752,46.58716474,949.4793461
,43.47444176,730.719165,46.94497696,1092.197008,42.00832058,622.2909034,39.27688797,816.160215,46.08020464,719.7498309,46.15265342,962.9795959
,44.60891743,662.7540662,47.19889251,1097.709938,41.22830541,680.5726074,39.50768317,823.4861731,45.84059704,760.0182677,46.50922196,962.3460738
,44.56093841,640.739692,47.00226697,1096.422334,41.58159466,649.6439373,39.22184817,806.8147788,45.77606095,744.4050554,46.58843437,940.8888396
,44.63974297,642.1502003,46.97050811,1122.893613,41.10942769,670.7816486,39.18688373,818.0440179,45.73593106,755.0022147,46.46824206,958.7496255
,44.23447196,700.6673459,47.03044655,1120.467619,41.36556305,690.0120369,39.54393155,806.1937827,45.67745657,776.6372774,46.26435915,979.6574876
